Name,Title,gender,race,School,department
"Lee, Kya Hu",Assistant Professor of Integrative Genomic Epidemiology,M,Asian,HSPH,EPID
"Liang, Liming",Associate Professor of Statistical Genetics,M,Asian,HSPH,EPID
"Lipsitch, Marc",Professor of Epidemiology,M,White,HSPH,EPID
"Liu, Simin",Adjunct Professor of Epidemiology,M,White,HSPH,EPID
"Messerlian, Carmen","Assistant Professor of Environmental Reproductive, Perinatal, and Pediatric Epidemiology",F,White,HSPH,EPID
"Mittleman, Murray",Professor of Epidemiology,M,White,HSPH,EPID
"Mucci, Lorelei",Professor of Epidemiology,F,White,HSPH,EPID
"Papatheodorou, Stefania",Lecturer,F,White,HSPH,EPID
"Price, Alkes",Professor of Statistical Genetics,M,White,HSPH,EPID
"Rebbeck, Timothy","Vincent L. Gregory, Jr. Professor of Cancer Prevention",M,White,HSPH,EPID
"Robins, James",Mitchell L. and Robin LaFoley Dong Professor of Epidemiology,M,White,HSPH,EPID
"Robinson, Elise",Assistant Professor of Epidemiology,F,White,HSPH,EPID
"Schwartz, Joel",Professor of Environmental Epidemiology,M,White,HSPH,EPID
"Seage, George",Professor of Epidemiology,M,White,HSPH,EPID
"Song, Mingyang",Assistant Professor of Clinical Epidemiology and Nutrition,M,Asian,HSPH,EPID
"Stampfer, Meir",Professor of Epidemiology and Nutrition,M,White,HSPH,EPID
"Taylor, Herman",Adjunct Professor of Epidemiology,M,White,HSPH,EPID
"Tiemeier, Henning",Sumner and Esther Feldberg Professor of Maternal and Child Health,M,White,HSPH,EPID
"VanderWeele, Tyler",John L. Loeb and Frances Lehman Loeb Professor of Epidemiology,M,White,HSPH,EPID
"Weisskopf, Marc",Cecil K. and Philip Drinker Professor of Environmental Epidemiology and Physiology,M,White,HSPH,EPID
"Willett, Walter",Professor of Epidemiology and Nutrition,M,White,HSPH,EPID
"Williams, Michelle",Professor of Epidemiology,F,African American,HSPH,EPID
"Atun, Rifat",Adjunct Professor of Global Health,M,White,HSPH,GHP
"Bauhoff, Sebastian",Assistant Professor of Global Health and Economics,M,White,HSPH,GHP
"Berkman, Lisa",Thomas D. Cabot Professor of Public Policy and of Epidemiology,F,White,HSPH,GHP
"Bhabha, Jacqueline",Professor of the Practice of Health and Human Rights,F,White,HSPH,GHP
"Bloom, Barry",Joan L. and Julius H. Jacobson Research Professor of Public Health,M,White,HSPH,GHP
"Bloom, David",Clarence James Gamble Professor of Economics and Demography,M,White,HSPH,GHP
"Bump, Jesse",Lecturer on Global Health Policy,M,White,HSPH,GHP
"Canning, David",Richard Saltonstall Professor of Population Sciences and Professor of Economics and International Health,M,White,HSPH,GHP
"Cash, Richard",Senior Lecturer on Global Health,M,White,HSPH,GHP
"Castro, Marcia",Andelot Professor of Demography,F,White,HSPH,GHP
"Cohen, Jessica","Bruce A. Beal, Robert L. Beal, and Alexander S. Beal Associate Professor of Global Health",F,White,HSPH,GHP
"Croke, Kevin",Assistant Professor of Global Health,M,White,HSPH,GHP
"Danaei, Goodarz",Bernard Lown Associate Professor of Cardiovascular Health,M,White,HSPH,GHP
"Fawzi, Wafaie","Richard Saltonstall Professor of Population Sciences, and Professor of Nutrition, Epidemiology, and Global Health",M,Asian,HSPH,GHP
"Golden, Christopher",Assistant Professor of Nutrition and Planetary Health,M,White,HSPH,GHP
"Isanaka, Sheila",Assistant Professor of Nutrition,F,Asian,HSPH,GHP
"Jaacks, Lindsay",Assistant Professor of Global Health,F,White,HSPH,GHP
"Kruk, Margaret",Professor of Health Systems,F,White,HSPH,GHP
"Langer, Ana",Professor of the Practice of Public Health and Coordinator of the Dean's Special Initiative in Women and Health,F,White,HSPH,GHP
"Learning, Jennifer",Professor of the Practice of Health and Human Rights,F,White,HSPH,GHP
"Marks, Stephen",Francois-Xavier Bagnoud Professor of Health and Human Rights,M,White,HSPH,GHP
"McConnell, Margaret",Associate Professor of Global Health Economics,F,White,HSPH,GHP
"Menzies, Nicolas",Assistant Professor of Global Health,M,White,HSPH,GHP
"Pate, Muhammad",Julio Frenk Professor of the Practice of Public Health Leadership,M,Asian,HSPH,GHP
"Reich, Michael",Taro Takemi Research Professor of International Health Policy,M,White,HSPH,GHP
"Saxena, Shekhar",Professor of the Practice of Global Mental Health,M,Asian,HSPH,GHP
"Sudfeld, Christopher",Assistant Professor of Global Health and Nutrition,M,White,HSPH,GHP
"Verguet, Stephane",Assistant Professor of Global Health,M,White,HSPH,GHP
"Viswanath, Kasisomayajula",Lee Kum Kee Professor of Health Communication,M,Asian,HSPH,GHP
"Wikler, Daniel I.",Mary B. Saltonstall Professor of Population Ethics and Professor of Ethics and Population Health,M,White,HSPH,GHP
"Williams, Michelle",Professor of Epidemiology,F,African American,HSPH,GHP
"Yip, Chi-Man",Professor of the Practice of International Health Policy and Economics,F,Asian,HSPH,GHP
"Yousafzai, Aisha",Associate Professor of Global Health,F,Asian,HSPH,GHP
"Atkinson, Mariam Krikorian",Assistant Professor of Healthcare Management and Policy,F,Asian,HSPH,HPOLICY
"Barnett, Michael",Assistant Professor of Health Policy and Management,M,White,HSPH,HPOLICY
"Bleich, Sara",Professor of Public Health Policy,F,African American,HSPH,HPOLICY
"Blendon, Robert","Richard L. Menschel Professor of Public Health, Professor of Health Policy and Political Analysis",M,White,HSPH,HPOLICY
"Curto, Vilsa",Assistant Professor of Health Economics and Policy,M,White,HSPH,HPOLICY
"Cyr, Linda",Lecturer on Health Management,F,White,HSPH,HPOLICY
"Epstein, Arnold",John H. Foster Professor of Health Policy and Management,M,White,HSPH,HPOLICY
"Figueroa, Jose",Assistant Professor of Health Policy and Management,M,White,HSPH,HPOLICY
"Finlay, Mary",Lecturer,F,White,HSPH,HPOLICY
"Goldie, Susanne",Roger Irving Lee Professor of Public Health,M,White,HSPH,HPOLICY
"Hammitt, James",Professor of Economics and Decision Sciences,M,White,HSPH,HPOLICY
"Hemenway, David",Professor of Health Policy,M,White,HSPH,HPOLICY
"Jha, Ashish",K.T. Li Professor of Global Health,M,Asian,HSPH,HPOLICY
"Kerrissey, Michaela",Assistant Professor of Management,F,White,HSPH,HPOLICY
"Kim, Jane",Professor of Health Decision Science,F,Asian,HSPH,HPOLICY
"Koh, Howard",Harvey V. Fineberg Professor of the Practice of Public Health Leadership,M,Asian,HSPH,HPOLICY
"Marcus, Leonard",Lecturer on Public Health Practice,M,White,HSPH,HPOLICY
"McDonough, John",Professor of the Practice of Public Health,M,White,HSPH,HPOLICY
"Newhouse, Joseph",Professor of Health Care Policy,M,White,HSPH,HPOLICY
"Pandya, Ankur",Assistant Professor of Health Decision Science,M,Asian,HSPH,HPOLICY
"Pascal, Laurie",Senior Lecturer on Health Management,F,White,HSPH,HPOLICY
"Resch, Stephen",Lecturer on Health Decision Science,M,White,HSPH,HPOLICY
"Rosenthal, Meredith",C. Boyden Gray Professor of Health Economics and Policy,F,White,HSPH,HPOLICY
"Siegrist, Richard",Senior Lecturer on Health Care Management,M,White,HSPH,HPOLICY
"Sinaiko, Anna",Assistant Professor of Health Economics and Policy,F,White,HSPH,HPOLICY
"Sommers, Benjamin",Professor of Health Policy and Economics,M,White,HSPH,HPOLICY
"Turnbull, Nancy",Senior Lecturer on Health Policy,F,White,HSPH,HPOLICY
"Weinstein, Milton",Research Professor of Health Policy and Management and of Medicine,M,White,HSPH,HPOLICY
"Whitney, Patrick",Professor in Residence,M,White,HSPH,HPOLICY
"Wolf Christiani, Delia",Senior Lecturer on Health Policy and Management,F,Asian,HSPH,HPOLICY
"Bloom, Barry",Joan L. and Julius H. Jacobson Research Professor of Public Health,M,White,HSPH,INFECT
"Burleigh, Barbara",Professor of Immunology and Infectious Diseases,F,White,HSPH,INFECT
"Catteruccia, Flaminia",Professor of Immunology and Infectious Diseases,F,White,HSPH,INFECT
"Duraisingh, Manoj",John LaPorte Given Professor of Immunology and Infectious Diseases,M,Asian,HSPH,INFECT
"Fortune, Sarah",John LaPorte Given Professor of Immunology and Infectious Diseases,F,White,HSPH,INFECT
"Garrett, Wendy",Professor of Immunology and Infectious Diseases,F,White,HSPH,INFECT
"Gopinath, Smita",Assistant Professor of Immunology and Infectious Diseases,F,Asian,HSPH,INFECT
"Grad, Yonatan",Melvin J. and Geraldine L. Glimcher Assistant Professor of Immunology and Infectious Diseases,M,White,HSPH,INFECT
"Grusby, Michael",Professor of Molecular Immunology,M,White,HSPH,INFECT
"Huttenhower, Curtis",Professor of Computational Biology and Bioinformatics,M,White,HSPH,INFECT
"Kanki, Phyllis",Mary Woodard Lasker Professor of Health Sciences,F,Asian,HSPH,INFECT
"Lipsitch, Marc",Professor of Epidemiology,M,White,HSPH,INFECT
"Mina, Michael",Assistant Professor of Epidemiology,M,White,HSPH,INFECT
"Ndung'u, Peter",Adjunct Professor of Immunology and Infectious Diseases,M,White,HSPH,INFECT
"Neafsey, Daniel",Assistant Professor of Immunology and Infectious Diseases,M,White,HSPH,INFECT
"Rubin, Eric",Irene Heinz Given Professor of Immunology and Infectious Diseases,M,White,HSPH,INFECT
"Sabeti, Pardis",Professor of Organismic and Evolutionary Biology,F,White,HSPH,INFECT
"Shapiro, Roger",Associate Professor of Immunology and Infectious Diseases,M,White,HSPH,INFECT
"Wirth, Dyann",Richard Pearson Strong Professor of Infectious Diseases,F,White,HSPH,INFECT
"Ascherio, Alberto",Professor of Epidemiology and Nutrition,M,White,HSPH,NUT
"Chavarro, Jorge",Associate Professor of Nutrition and Epidemiology,M,White,HSPH,NUT
"Fawzi, Wafaie",Richard Saltonstall Professor of Population Sciences,M,Asian,HSPH,NUT
"Giovannucci, Edward",Professor of Nutrition and Epidemiology,M,White,HSPH,NUT
"Golden, Christopher",Assistant Professor of Nutrition and Planetary Health,M,White,HSPH,NUT
"Hotamisligil, Gokhan",James Stevens Simmons Professor of Genetics and Metabolism,M,White,HSPH,NUT
"Hu, Frank",Fredrick J. Stare Professor of Nutrition and Epidemiology,M,Asian,HSPH,NUT
"Isanaka, Sheila",Assistant Professor of Nutrition,F,Asian,HSPH,NUT
"Kenney, Erica",Assistant Professor of Public Health Nutrition,F,White,HSPH,NUT
"Lee, Chih-Hao",Professor of Molecular Metabolism,M,Asian,HSPH,NUT
"Lee, Kyu Ha",Assistant Professor of Integrative Genomic Epidemiology,M,Asian,HSPH,NUT
"Martinez Gonzalez, Miguel",Adjunct Professor of Nutrition,M,White,HSPH,NUT
"Mattei, Josiemer",Donald and Sue Pritzker Associate Professor of Nutrition,F,White,HSPH,NUT
"Sacks, Frank",Professor of Cardiovascular Disease Prevention,M,White,HSPH,NUT
"Smith-Warner, Stephanie",Senior Lecturer,F,White,HSPH,NUT
"Stampfer, Meir",Professor of Epidemiology and Nutrition,M,White,HSPH,NUT
"Sudfeld, Christopher",Assistant Professor of Global Health and Nutrition,M,White,HSPH,NUT
"Willett, Walter",Professor of Epidemiology and Nutrition,M,White,HSPH,NUT
"Bassett, Mary",Francois-Xavier Bagnoud Professor of the Practice of Health and Human Rights,F,African American,HSPH,SBS
"Berkman, Lisa",Thomas D. Cabot Professor of Public Policy and of Epidemiology,F,White,HSPH,SBS
"Emmons, Karen",Professor of Social and Behavioral Sciences,F,White,HSPH,SBS
"Geller, Alan",Senior Lecturer on Social and Behavioral Sciences,M,White,HSPH,SBS
"Gortmaker, Steven",Professor of the Practice of Health Sociology,M,White,HSPH,SBS
"Kawachi, Ichiro",John L. Loeb and Frances Lehman Loeb Professor of Social Epidemiology,M,Asian,HSPH,SBS
"Kenney, Erica",Assistant Professor of Public Health Nutrition,F,White,HSPH,SBS
"Koenen, Karestan",Professor of Psychiatric Epidemiology,F,White,HSPH,SBS
"Krieger, Nancy",Professor of Social Epidemiology,F,White,HSPH,SBS
"Kubzansky, Laura",Lee Kum Kee Professor of Social and Behavioral Sciences,F,White,HSPH,SBS
"Ramanadhan, Shoba",Assistant Professor,F,Asian,HSPH,SBS
"Rees, Vaughan",Lecturer on Social and Behavioral Sciences,M,White,HSPH,SBS
"Rudd, Rima","Senior Lecturer on Health Literacy, Education and Policy",F,White,HSPH,SBS
"Shonkoff, Jack","Julius B. Richmond FAMRI Professor of Child Health and Development, Harvard T.H. Chan School of Public Health and Harvard Graduate School of Education",M,White,HSPH,SBS
"Sorensen, Glorian",Professor of Social and Behaviorial Sciences,F,White,HSPH,SBS
"Subramanian, Sankaran",Professor of Population Health and Geography,M,Asian,HSPH,SBS
"Tan, Andy",Assistant Professor of Social and Behavioral Sciences,M,Asian,HSPH,SBS
"Tiemeier, Henning",Sumner and Esther Feldberg Professor of Maternal and Child Health,M,White,HSPH,SBS
"Viswanath, Kasisomayajula",Lee Kum Kee Professor of Health Communication,M,Asian,HSPH,SBS
"Williams, David",Florence Sprague Norman and Laura Smart Norman Professor of Public Health,M,African American,HSPH,SBS
"Williams, Michele",Dean of HSPH,F,African American,HSPH,ADMIN
"Kim, Jane",Dean for Academic Affairs,F,Asian,HSPH,ADMIN
"Driver-Linn, erin",Dean for Education,F,White,HSPH,ADMIN
"Blendon, Robert",Senior Associate Dean for Policy Translation and Leadership Development,M,White,HSPH,ADMIN
"Turnbull, Nancy",Senior Lecturer on Health Policy,F,White,HSPH,ADMIN
"Johnson, Betty","Assistant Dean for Faculty and Staff Diversity, Development and Leadership",F,African American,HSPH,ADMIN
"Brown-Nagin, Tomiko","Dean, Radcliffe Institute for Advanced Study; Daniel P.S. Paul Professor of Constitutional Law, Harvard Law School; and Professor of History, Faculty of Arts and Sciences, Harvard University",F,African American,RAD,ADMIN
"Dunn, Marilyn",The Lia Gelin Poorvu Executive Director of the Arthur and Elizabeth Schlesinger Library on the History of Women in America and Librarian of the Radcliffe Institute,F,White,RAD,ADMIN
"Elwood, Stacey",Associate Dean for External Relations,F,White,RAD,ADMIN
"Kamensky, Jane",Carl and Lily Pforzheimer Foundation Director of the Arthur and Elizabeth Schlesinger Library on the History of Women in America and Jonathan Trumbull Professor of American History in the Harvard Faculty of Arts and Sciences,F,White,RAD,ADMIN
"Mongia, Nisha",Executive Dean,F,Asian,RAD,ADMIN
"Quinn, Meredith",Associate Dean for Strategy and Academic Programs,F,White,RAD,ADMIN
"Renauer, Ann",Associate Dean of Finance and Chief Financial Officer,F,White,RAD,ADMIN
"Rizzini, Claudia",Executive Director of the Fellowship Program,F,White,RAD,ADMIN
"Wassarman, Rebecca",Executive Director of Academic Ventures,F,White,RAD,ADMIN
"Bleich, Sara",Carol K. Pforzheimer Professor and social sciences advisor at the Radcliffe Institute and professor at the Harvard T.H. Chan School of Public Health,F,African American,RAD,RAD
"Chenoweth, Erica",Susan S. and Kenneth L. Wallach Professor at the Radcliffe Institute and professor of public policy at Harvard Kennedy School,F,White,RAD,RAD
"Davis, Christina",Susan S. and Kenneth L. Wallach Professor at the Radcliffe Institute and professor of government in the Harvard Faculty of Arts and Sciences,F,White,RAD,RAD
"Dwork, Cynthia",Radcliffe Alumnae Professor at the Radcliffe Institute and Gordon McKay Professor of Computer Science at the Harvard John A. Paulson School of Engineering and Applied Sciences,F,White,RAD,RAD
"Givens, Jarvis",Suzanne Young Murray Assistant Professor at the Radcliffe Institute and assistant professor of education at the Harvard Graduate School of Education,M,African American,RAD,RAD
"Glassman, Elena Leah",Stanley A. Marks and William H. Marks Assistant Professor at the Radcliffe Institute and assistant professor of computer science at the Harvard John A. Paulson School of Engineering and Applied Sciences,F,White,RAD,RAD
"Jack, Anthony Abraham","Shutzer Assistant Professor at the Radcliffe Institute, junior fellow at the Harvard Society of Fellows, and assistant professor of education at the Harvard Graduate School of Education",M,African American,RAD,RAD
"Kaijima, Swakoa",Shutzer Assistant Professor at the Radcliffe Institute and assistant professor at Harvard Graduate School of Design,F,Asian,RAD,RAD
"Kinew, Shawon",Shutzer Assistant Professor at the Radcliffe Institute and assistant professor of history of art and architecture in the Harvard Faculty of Arts and Sciences,F,White,RAD,RAD
"Miles, Tiya",Radcliffe Alumnae Professor at the Radcliffe Institute and professor of history in the Harvard Faculty of Arts and Sciences,F,African American,RAD,RAD
"Mitra, Durba","Carol K. Pforzheimer Assistant Professor at the Radcliffe Institute and assistant professor of women, gender, and sexuality in the Harvard Faculty of Arts and Sciences",F,Asian,RAD,RAD
"Muhammad, Khalil Gibran","Suzanne Young Murray Professor at the Radcliffe Institute and professor of history, race, and public policy at Harvard Kennedy School",M,African American,RAD,RAD
"Murphy, SUsan",Radcliffe Alumnae Professor at the Radcliffe Institute and professor of statistics and of computer science in the Harvard Faculty of Arts and Sciences,F,White,RAD,RAD
"Shelley, Braxton",Stanley A. Marks and William H. Marks Assistant Professor at the Radcliffe Institute and assistant professor of music in the Harvard Faculty of Arts and Sciences,M,African American,RAD,RAD
"Thomas, Todne",Suzanne Young Murray Assistant Professor at the Radcliffe Institute and assistant professor of African American religions at Harvard Divinity School,F,African American,RAD,RAD
"Warinner, Christina",Sally Starling Seaver Assistant Professor at the Radcliffe Institute and assistant professor of anthropology in the Harvard Faculty of Arts and Sciences,F,White,RAD,RAD
"Weinrib, Laura",Suzanne Young Murray Professor at the Radcliffe Institute and professor of law at Harvard Law School,F,White,RAD,RAD
"Williams, Lauren",Sally Starling Seaver Professor at the Radcliffe Institute and professor of mathematics in the Harvard Faculty of Arts and Sciences,F,White,RAD,RAD
"Abbate, Carolyn",Paul and Catherine Buttenwieser University Professor,F,White,UNI,UNI
"Allen, Danielle",James Bryant Conant University Professor,F,African American,UNI,UNI
"Blair, Ann",Carl H. Pforzheimer University Professor,F,White,UNI,UNI
"Faust, Drew",Arthur Kingsley Porter University Professor,F,White,UNI,UNI
"Galison, Peter",Pellegrino University Professor,M,White,UNI,UNI
"Gates, Henry","Alphonse Fletcher, Jr., University Professor",M,African American,UNI,UNI
"Greenblatt, Stephen",Cogan University Professor,M,White,UNI,UNI
"Hart, Oliver",Lewis P and Linda L Geyser University Professor,M,White,UNI,UNI
"Jorgenson, Dale",Samuel W. Morris University Professor,M,White,UNI,UNI
"King, Gary",Albert J. Weatherhead III University Professor,M,White,UNI,UNI
"Lieber, Charles",Joshua and Beth Friedman University Professor,M,White,UNI,UNI
"Maskin, Eric",Adams University Professor,M,White,UNI,UNI
"Mazur, Barry",Gade University Professor,M,White,UNI,UNI
"Minow, Martha",Three Hundredth Anniversary University Professor,F,White,UNI,UNI
"Sen, Amartya",Thomas W. Lamont University Professor,M,Asian,UNI,UNI
"Shapiro, Irwin",Timken University Professor,M,White,UNI,UNI
